Target Sample Library lib_type seq_reads_se seq_trash_se seq_trash_se_frac seq_retained_reads seq_retained_nts seq_retained_length hits_raw.endogenous. hits_raw_frac.endogenous. hits_clonality.endogenous. hits_unique.endogenous. hits_unique_frac.endogenous. hits_coverage.endogenous. hits_length.endogenous. ratio_reads.nuc.mito. ratio_genome.mito.nuc. ratio_genome.nuc.mito. hits_raw.mitochondrial. hits_raw_frac.mitochondrial. hits_clonality.mitochondrial. hits_unique.mitochondrial. hits_unique_frac.mitochondrial. hits_coverage.mitochondrial. hits_length.mitochondrial. hits_raw.nuclear. hits_raw_frac.nuclear. hits_clonality.nuclear. hits_unique.nuclear. hits_unique_frac.nuclear. hits_coverage.nuclear. hits_length.nuclear. Bases_covered Bases_covered_fraction
MA2389 CGG_2_020843 MN00045 SE 11874456 2041726 0.171942697838 9832730 568421985 57.8091725289 315799 0.0321171231184 0.012998774537 311694 0.0316996398762 0.00528177342687 53.1603912812 63.9904086739 6881.42680109 0.000145318700453 5280 0.00053698209958 0.0916666666667 4796 0.000487758740452 17.848771951 61.670558799 310519 0.0315801410188 0.0116611221858 306898 0.0312118811358 0.00518752068922 53.0273999831 16047526 0.00511532860942222
MA2392 * * SE 2566721 225083 0.0876928189702 2341638 134260129 57.3359883125 830968 0.354866123628 0.00715912044748 825019 0.352325594306 0.0150940761457 57.3957096746 330.73260957 1204.07957753 0.000830509892092 2630 0.00112314542214 0.0543726235741 2487 0.00106207705888 9.05847565023 60.3570566948 828338 0.353742978206 0.00700921604466 822532 0.351263517247 0.0150463072696 57.3867557736 46544216 0.0148364900426351
MA2392 CGG_2_020844 * SE 2566721 225083 0.0876928189702 2341638 134260129 57.3359883125 830968 0.354866123628 0.00715912044748 825019 0.352325594306 0.0150940761457 57.3957096746 330.73260957 1204.07957753 0.000830509892092 2630 0.00112314542214 0.0543726235741 2487 0.00106207705888 9.05847565023 60.3570566948 828338 0.353742978206 0.00700921604466 822532 0.351263517247 0.0150463072696 57.3867557736 46544216 0.0148364900426351
MA2392 CGG_2_020844 MN00056 SE 2566721 225083 0.0876928189702 2341638 134260129 57.3359883125 830968 0.354866123628 0.00715912044748 825019 0.352325594306 0.0150940761457 57.3957096746 330.73260957 1204.07957753 0.000830509892092 2630 0.00112314542214 0.0543726235741 2487 0.00106207705888 9.05847565023 60.3570566948 828338 0.353742978206 0.00700921604466 822532 0.351263517247 0.0150463072696 57.3867557736 46544216 0.0148364900426351
MA2393 * * SE 17036145 2711028 0.159133888565 14325117 820615444 57.2850779508 684023 0.0477499066849 0.00725852785652 679058 0.0474033126571 0.0125125187061 57.8062389369 110.687171053 3590.48758228 0.000278513705196 6929 0.000483695874875 0.122528503392 6080 0.00042442934323 22.2521272102 60.6480263158 677094 0.04726621081 0.00607891961825 672978 0.0469788833138 0.0123950447956 57.7805648922 38321750 0.0122154869316383
MA2393 CGG_2_020845 * SE 17036145 2711028 0.159133888565 14325117 820615444 57.2850779508 684023 0.0477499066849 0.00725852785652 679058 0.0474033126571 0.0125125187061 57.8062389369 110.687171053 3590.48758228 0.000278513705196 6929 0.000483695874875 0.122528503392 6080 0.00042442934323 22.2521272102 60.6480263158 677094 0.04726621081 0.00607891961825 672978 0.0469788833138 0.0123950447956 57.7805648922 38321750 0.0122154869316383
MA2393 CGG_2_020845 MN00064 SE 17036145 2711028 0.159133888565 14325117 820615444 57.2850779508 684023 0.0477499066849 0.00725852785652 679058 0.0474033126571 0.0125125187061 57.8062389369 110.687171053 3590.48758228 0.000278513705196 6929 0.000483695874875 0.122528503392 6080 0.00042442934323 22.2521272102 60.6480263158 677094 0.04726621081 0.00607891961825 672978 0.0469788833138 0.0123950447956 57.7805648922 38321750 0.0122154869316383
MA2394 * * SE 16983811 3695897 0.217612937403 13287914 702698227 52.8825086466 1240698 0.0933704116387 0.00448618438975 1235132 0.0929515347556 0.0187505340178 47.6252327686 565.574311927 795.412923409 0.0012572086404 2280 0.000171584494 0.0438596491228 2180 0.000164058858298 7.44161486935 56.5665137615 1238418 0.0931988271447 0.00441369553737 1232952 0.0927874758973 0.0187113250246 47.6094235623 57723710 0.0184000789408281
MA2394 CGG_2_020846 * SE 16983811 3695897 0.217612937403 13287914 702698227 52.8825086466 1240698 0.0933704116387 0.00448618438975 1235132 0.0929515347556 0.0187505340178 47.6252327686 565.574311927 795.412923409 0.0012572086404 2280 0.000171584494 0.0438596491228 2180 0.000164058858298 7.44161486935 56.5665137615 1238418 0.0931988271447 0.00441369553737 1232952 0.0927874758973 0.0187113250246 47.6094235623 57723710 0.0184000789408281
MA2394 CGG_2_020846 MN00066 SE 16983811 3695897 0.217612937403 13287914 702698227 52.8825086466 1240698 0.0933704116387 0.00448618438975 1235132 0.0929515347556 0.0187505340178 47.6252327686 565.574311927 795.412923409 0.0012572086404 2280 0.000171584494 0.0438596491228 2180 0.000164058858298 7.44161486935 56.5665137615 1238418 0.0931988271447 0.00441369553737 1232952 0.0927874758973 0.0187113250246 47.6094235623 57723710 0.0184000789408281
MA2395 * * SE 7113422 1120233 0.15748158903 5993189 364583584 60.8329862449 382238 0.0637787328249 0.00674972137778 379658 0.0633482441485 0.0077709024014 64.2119328448 248.61078238 1381.43583802 0.000723884506599 1571 0.000262130895588 0.0318268618714 1521 0.000253788091782 5.34801762115 58.2656147272 380667 0.0635166019293 0.00664622885619 378137 0.0630944560567 0.00774269419393 64.2358510275 24054597 0.00766767215221973
MA2395 CGG_2_020847 * SE 7113422 1120233 0.15748158903 5993189 364583584 60.8329862449 382238 0.0637787328249 0.00674972137778 379658 0.0633482441485 0.0077709024014 64.2119328448 248.61078238 1381.43583802 0.000723884506599 1571 0.000262130895588 0.0318268618714 1521 0.000253788091782 5.34801762115 58.2656147272 380667 0.0635166019293 0.00664622885619 378137 0.0630944560567 0.00774269419393 64.2358510275 24054597 0.00766767215221973
MA2395 CGG_2_020847 MN00067 SE 7113422 1120233 0.15748158903 5993189 364583584 60.8329862449 382238 0.0637787328249 0.00674972137778 379658 0.0633482441485 0.0077709024014 64.2119328448 248.61078238 1381.43583802 0.000723884506599 1571 0.000262130895588 0.0318268618714 1521 0.000253788091782 5.34801762115 58.2656147272 380667 0.0635166019293 0.00664622885619 378137 0.0630944560567 0.00774269419393 64.2358510275 24054597 0.00766767215221973
MA2396 * * SE 11365516 1685278 0.148279937312 9680238 574060964 59.3023605411 323845 0.0334542394516 0.00445583535333 322402 0.0333051728687 0.0062540144892 60.8552428335 184.075774971 2035.88312442 0.000491187331929 1795 0.000185429325188 0.0295264623955 1742 0.000179954253191 6.33220686742 60.2359357061 322050 0.0332688101264 0.00431609998447 320660 0.0331252186155 0.00622059959285 60.8586072476 19351435 0.00616848659967116
MA2396 CGG_2_020848 * SE 11365516 1685278 0.148279937312 9680238 574060964 59.3023605411 323845 0.0334542394516 0.00445583535333 322402 0.0333051728687 0.0062540144892 60.8552428335 184.075774971 2035.88312442 0.000491187331929 1795 0.000185429325188 0.0295264623955 1742 0.000179954253191 6.33220686742 60.2359357061 322050 0.0332688101264 0.00431609998447 320660 0.0331252186155 0.00622059959285 60.8586072476 19351435 0.00616848659967116
MA2396 CGG_2_020848 MN00068 SE 11365516 1685278 0.148279937312 9680238 574060964 59.3023605411 323845 0.0334542394516 0.00445583535333 322402 0.0333051728687 0.0062540144892 60.8552428335 184.075774971 2035.88312442 0.000491187331929 1795 0.000185429325188 0.0295264623955 1742 0.000179954253191 6.33220686742 60.2359357061 322050 0.0332688101264 0.00431609998447 320660 0.0331252186155 0.00622059959285 60.8586072476 19351435 0.00616848659967116
MA2397 * * SE 10145524 2388098 0.235384392171 7757426 425362484 54.8329412359 77061 0.00993383630086 0.00477543764031 76693 0.00988639788507 0.00143981632434 58.8963269138 57.4105102818 6683.68280474 0.000149618111633 1360 0.000175315884418 0.0345588235294 1313 0.000169257173707 4.72819986724 59.6732673267 75701 0.00975852041644 0.00424036670586 75380 0.00971714071136 0.00141484867112 58.8827938445 4405848 0.00140441338578705
MA2397 CGG_2_020849 * SE 10145524 2388098 0.235384392171 7757426 425362484 54.8329412359 77061 0.00993383630086 0.00477543764031 76693 0.00988639788507 0.00143981632434 58.8963269138 57.4105102818 6683.68280474 0.000149618111633 1360 0.000175315884418 0.0345588235294 1313 0.000169257173707 4.72819986724 59.6732673267 75701 0.00975852041644 0.00424036670586 75380 0.00971714071136 0.00141484867112 58.8827938445 4405848 0.00140441338578705
MA2397 CGG_2_020849 MN00069 SE 10145524 2388098 0.235384392171 7757426 425362484 54.8329412359 77061 0.00993383630086 0.00477543764031 76693 0.00988639788507 0.00143981632434 58.8963269138 57.4105102818 6683.68280474 0.000149618111633 1360 0.000175315884418 0.0345588235294 1313 0.000169257173707 4.72819986724 59.6732673267 75701 0.00975852041644 0.00424036670586 75380 0.00971714071136 0.00141484867112 58.8827938445 4405848 0.00140441338578705
MA2398 * * SE 8474723 1409730 0.166345259898 7064993 377856830 53.4829730192 1254388 0.177549786674 0.0115339113576 1239920 0.175501943172 0.0226672944155 57.3512468546 111.709753659 3456.46950015 0.000289312548529 14705 0.00208138918184 0.251887113227 11001 0.00155711406933 38.8202281093 58.4755931279 1239683 0.175468397492 0.00868286489369 1228919 0.173944829103 0.0224623582576 57.3411819656 68990295 0.0219914290704984
MA2398 CGG_2_020850 * SE 8474723 1409730 0.166345259898 7064993 377856830 53.4829730192 1254388 0.177549786674 0.0115339113576 1239920 0.175501943172 0.0226672944155 57.3512468546 111.709753659 3456.46950015 0.000289312548529 14705 0.00208138918184 0.251887113227 11001 0.00155711406933 38.8202281093 58.4755931279 1239683 0.175468397492 0.00868286489369 1228919 0.173944829103 0.0224623582576 57.3411819656 68990295 0.0219914290704984
MA2398 CGG_2_020850 MN0009 SE 8474723 1409730 0.166345259898 7064993 377856830 53.4829730192 1254388 0.177549786674 0.0115339113576 1239920 0.175501943172 0.0226672944155 57.3512468546 111.709753659 3456.46950015 0.000289312548529 14705 0.00208138918184 0.251887113227 11001 0.00155711406933 38.8202281093 58.4755931279 1239683 0.175468397492 0.00868286489369 1228919 0.173944829103 0.0224623582576 57.3411819656 68990295 0.0219914290704984
MA2399 * * SE 13120447 1498065 0.114177893482 11622382 702831871 60.4722741861 1183384 0.101819403286 0.00585017204897 1176461 0.101223742259 0.0233163375563 62.1755510807 315.252956989 1185.46267895 0.000843552494527 4050 0.00034846557272 0.0814814814815 3720 0.000320072081609 13.7772614809 61.3717741935 1179334 0.101470937713 0.00559044341976 1172741 0.100903670177 0.0232436865799 62.178100706 71531222 0.0228013780045306
MA2399 CGG_2_020851 * SE 13120447 1498065 0.114177893482 11622382 702831871 60.4722741861 1183384 0.101819403286 0.00585017204897 1176461 0.101223742259 0.0233163375563 62.1755510807 315.252956989 1185.46267895 0.000843552494527 4050 0.00034846557272 0.0814814814815 3720 0.000320072081609 13.7772614809 61.3717741935 1179334 0.101470937713 0.00559044341976 1172741 0.100903670177 0.0232436865799 62.178100706 71531222 0.0228013780045306
MA2399 CGG_2_020851 MN00118 SE 13120447 1498065 0.114177893482 11622382 702831871 60.4722741861 1183384 0.101819403286 0.00585017204897 1176461 0.101223742259 0.0233163375563 62.1755510807 315.252956989 1185.46267895 0.000843552494527 4050 0.00034846557272 0.0814814814815 3720 0.000320072081609 13.7772614809 61.3717741935 1179334 0.101470937713 0.00559044341976 1172741 0.100903670177 0.0232436865799 62.178100706 71531222 0.0228013780045306
MA2400 * * SE 8942622 1419593 0.158744605329 7523029 409631597 54.4503546377 752861 0.100074185544 0.00872936704119 746289 0.0992006012472 0.0143469634528 60.3100648676 120.545439739 3029.30028914 0.000330109234659 7089 0.000942306616125 0.133869375088 6140 0.000816160618283 21.5582644379 58.1827361564 745772 0.099131878928 0.00753983791293 740149 0.0983844406289 0.0142331643483 60.327712393 43976985 0.0140181564140561
MA2400 CGG_2_020852 * SE 8942622 1419593 0.158744605329 7523029 409631597 54.4503546377 752861 0.100074185544 0.00872936704119 746289 0.0992006012472 0.0143469634528 60.3100648676 120.545439739 3029.30028914 0.000330109234659 7089 0.000942306616125 0.133869375088 6140 0.000816160618283 21.5582644379 58.1827361564 745772 0.099131878928 0.00753983791293 740149 0.0983844406289 0.0142331643483 60.327712393 43976985 0.0140181564140561
MA2400 CGG_2_020852 MN00119 SE 8942622 1419593 0.158744605329 7523029 409631597 54.4503546377 752861 0.100074185544 0.00872936704119 746289 0.0992006012472 0.0143469634528 60.3100648676 120.545439739 3029.30028914 0.000330109234659 7089 0.000942306616125 0.133869375088 6140 0.000816160618283 21.5582644379 58.1827361564 745772 0.099131878928 0.00753983791293 740149 0.0983844406289 0.0142331643483 60.327712393 43976985 0.0140181564140561
MA2401 * * SE 12087808 1355707 0.112154908483 10732101 681672598 63.517162017 143352 0.0133573099992 0.00713627992634 142329 0.013261988496 0.00261945922076 57.7371161183 39.2400339271 10833.0099748 9.2310447634e-05 3801 0.000354171098464 0.069455406472 3537 0.00032957200086 13.7937360449 64.6242578456 139551 0.0130031389008 0.00543887181031 138792 0.0129324164951 0.0025466118977 57.5616029742 7894081 0.00251632671505853
MA2401 CGG_2_020853 * SE 12087808 1355707 0.112154908483 10732101 681672598 63.517162017 143352 0.0133573099992 0.00713627992634 142329 0.013261988496 0.00261945922076 57.7371161183 39.2400339271 10833.0099748 9.2310447634e-05 3801 0.000354171098464 0.069455406472 3537 0.00032957200086 13.7937360449 64.6242578456 139551 0.0130031389008 0.00543887181031 138792 0.0129324164951 0.0025466118977 57.5616029742 7894081 0.00251632671505853
MA2401 CGG_2_020853 MN00316 SE 12087808 1355707 0.112154908483 10732101 681672598 63.517162017 143352 0.0133573099992 0.00713627992634 142329 0.013261988496 0.00261945922076 57.7371161183 39.2400339271 10833.0099748 9.2310447634e-05 3801 0.000354171098464 0.069455406472 3537 0.00032957200086 13.7937360449 64.6242578456 139551 0.0130031389008 0.00543887181031 138792 0.0129324164951 0.0025466118977 57.5616029742 7894081 0.00251632671505853
MA2402 * * SE 16194839 2439805 0.150653242061 13755034 836733363 60.8310646851 1160161 0.0843444661787 0.0106898956266 1147759 0.0834428326386 0.0227276607735 62.1213486455 125.922370895 2905.22989307 0.000344206839668 11065 0.00080443276258 0.182738364211 9043 0.000657432035428 32.7633214652 60.037708725 1149096 0.0835400334161 0.00903318782765 1138716 0.0827854006032 0.0225547186771 62.1378956649 69306353 0.0220921760971514
MA2402 CGG_2_020854 * SE 16194839 2439805 0.150653242061 13755034 836733363 60.8310646851 1160161 0.0843444661787 0.0106898956266 1147759 0.0834428326386 0.0227276607735 62.1213486455 125.922370895 2905.22989307 0.000344206839668 11065 0.00080443276258 0.182738364211 9043 0.000657432035428 32.7633214652 60.037708725 1149096 0.0835400334161 0.00903318782765 1138716 0.0827854006032 0.0225547186771 62.1378956649 69306353 0.0220921760971514
